sym,tick,px,tick_bp,adv_hr,ladv
ACEUSDT,7.000000000000062e-05,0.6455,1.0844306738962142,1263882.6999293687,6.101706769249127
ACHUSDT,1.0000000000001327e-06,0.019898,0.5025630716655607,995040.2889900848,5.997840665601846
ACTUSDT,9.999999999982245e-06,0.03357,2.9788501638314697,3290987.0223084516,6.517326169699132
ACUUSDT,9.999999999996123e-06,0.08998500000000001,1.1112963271652079,488487.3124099325,5.688853288173702
ACXUSDT,9.999999999996123e-06,0.0814,1.2285012285007522,365074.93704686826,5.562382018992285
ADAUSDT,2.999999999999097e-05,0.425,0.705882352940964,19173228.827284213,7.2826952554859625
ADBEUSDT,0.009999999999990905,229.79,0.43517994690765066,36476.188391220014,4.562009450074513
AERGOUSDT,9.999999999996123e-06,0.0905,1.1049723756901793,837908.8499820762,5.923196777457406
AEROUSDT,9.999999999998899e-05,0.58185,1.7186560109992093,755080.7920585882,5.877993422712649
AEVOUSDT,9.999999999999593e-06,0.1046,0.9560229445506303,1521176.4046172965,6.182179580331459
AGIXUSDT,9.999999999998899e-05,0.7009,1.4267370523610927,1424983.8517637372,6.153809942850046
AGLDUSDT,9.999999999998899e-05,0.7903,1.2653422750852714,1216935.7676209898,6.0852676558767795
AGTUSDT,1.0000000000001327e-06,0.006491500000000001,1.5404760070863939,527072.6664356372,5.721870494636559
AI16ZUSDT,9.999999999998899e-05,0.06168,16.212710765238164,2146276.231110282,6.331685616011412
AIAUSDT,9.999999999996123e-06,0.09859,1.0143016533113016,3705184.839706133,6.568809878404969
AIGENSYNUSDT,9.999999999999593e-06,0.02537,3.9416633819470213,1212297.8163010986,6.083609322873078
AINUSDT,9.999999999996123e-06,0.07914,1.2635835228703718,351640.71597296454,5.546099155646944
AIOTUSDT,9.999999999999593e-06,0.11235,0.8900756564307604,1064501.8074249378,6.0271464031665545
AIOUSDT,9.999999999996123e-06,0.09763,1.0242753252070187,469800.42449233134,5.671913404852387
AIUSDT,9.999999999999593e-06,0.15694,0.6371861858034659,1127759.578734892,6.0522165245075366
AIXBTUSDT,9.999999999999593e-06,0.064155,1.5587249629802185,2178218.006648801,6.338101343898389
AKEUSDT,1.0000000000000243e-07,0.00038225,2.616088947024262,1971248.437858924,6.29474136217487
AKROUSDT,9.999999999999593e-06,0.02338,4.277159965782546,1342276.5421502984,6.127842000450841
AKTUSDT,9.999999999998899e-05,0.925,1.081081081080962,294908.8524169131,5.469687809167988
ALABUSDT,0.01999999999998181,322.39,0.620366636681715,89249.23779237136,4.950604515832066
ALCHUSDT,9.999999999996123e-06,0.08205,1.2187690432658285,1450184.3165582088,6.161423204012189
ALGOUSDT,9.999999999998899e-05,0.2343,4.268032437046052,2972654.8290574397,6.47314448386403
ALICEUSDT,0.00010000000000000286,1.181,0.8467400508044273,2624455.181233867,6.41903916056424
ALLOUSDT,1.9999999999992246e-05,0.1209,1.6542597187752066,2200551.6116872025,6.342531558951268
ALLUSDT,9.999999999998899e-05,0.5668,1.764290755116249,145086.24828556797,5.161626250640895
ALPACAUSDT,1.0000000000003062e-05,1.19,0.08403361344540389,980562.1673550669,5.991475133019998
ALPHAUSDT,9.999999999999593e-06,0.10299,0.970968055150946,1364714.1527521848,6.135041695418824
ALPINEUSDT,9.999999999998899e-05,0.573,1.7452006980800872,876786.2010335069,5.942893706215384
ALTUSDT,1.999999999999398e-06,0.03433,0.582580833090416,1608946.2950568257,6.206541548045749
AMATUSDT,0.01999999999998181,544.73,0.3671543700545556,196405.62312929588,5.293153917560224
AMBUSDT,1.0000000000001327e-06,0.0061805,1.6179920718390628,608609.7964447384,5.784338938668961
AMDUSDT,0.01999999999998181,492.76,0.40587710041362546,1490870.0887936146,6.173439801616546
AMZNUSDT,0.009999999999990905,245.36,0.4075643951740669,338708.0970820156,5.529825578918047
ANCUSDT,0.0009999999999998899,2.45,4.081632653060774,3446492.9567919145,6.53737739531257
ANIMEUSDT,9.99999999999699e-07,0.0079,1.2658227848097456,1246240.4895756417,6.095601857104604
ANKRUSDT,1.0000000000001327e-06,0.02684,0.3725782414307499,1358664.4017916066,6.133112196652341
ANTHROPICUSDT,0.009999999999990905,1648.0349999999999,0.0606783229724545,216946.8333113303,5.336353315283612
ANTUSDT,0.0009999999999998899,4.094,2.442598925256204,989752.1682045198,5.995526461814217
APEUSDT,9.999999999998899e-05,1.1875,0.8421052631578021,8269320.846533854,6.91746984271887
API3USDT,9.999999999998899e-05,1.354,0.7385524372229615,1462097.9786627518,6.164976476703103
APPUSDT,0.009999999999990905,388.925,0.25711898180859816,57774.07270466772,4.761732983619295
APRUSDT,1.9999999999994188e-05,0.17486000000000002,1.1437721605852789,1221284.264441401,6.086816761495775
APTUSDT,0.00019999999999997797,5.9807500000000005,0.3344062199556543,9241413.629371326,6.9657384089341186
ARBUSDT,4.999999999999449e-05,0.5528,0.904486251808873,9126542.693245623,6.960306289735174
ARCUSDT,9.999999999999593e-06,0.051,1.9607843137254104,2181701.6979885763,6.338795369637389
ARIAUSDT,9.999999999999593e-06,0.06898,1.4496955639315152,1021510.3748727287,6.0092427818613645
ARKMUSDT,9.999999999998899e-05,0.5214,1.9179133103181625,1783260.441937193,6.251214775725064
ARKUSDT,9.999999999998899e-05,0.4206,2.3775558725627435,1394502.389872664,6.144419262888638
ARMUSDT,0.009999999999990905,294.94,0.3390520105781144,887181.0164704575,5.948012240388249
ARPAUSDT,9.000000000000327e-06,0.03934,2.287747839349346,1275751.4406786545,6.105766067443961
ARUSDT,0.0009999999999998899,8.886,1.125365743866633,1606228.2694326292,6.205807265170725
ARXUSDT,9.999999999998899e-05,0.1543,6.480881399869669,861007.8730269093,5.935007122645884
ASMLUSDT,0.01999999999998181,1788.06,0.11185306980739915,111380.4892407861,5.0468091212041895
ASRUSDT,0.0009999999999998899,1.426,7.012622720896844,469071.03676079604,5.671238617847405
ASTERUSDT,9.999999999998899e-05,0.68805,1.4533827483466168,13163009.09570854,7.119355181396302
ASTRUSDT,1.000000000001e-06,0.04757,0.2102165230189195,646434.6666630302,5.810524638510276
